Column1,Column2
abbreviation, what does st stand for on an airline ticket itinerary
abbreviation, what is an e ticket number for us airways
abbreviation, what is a y class ticket for delta airlines mean
abbreviation, what is a 21 day advance purchase fare?
abbreviation, what is a hqg code on united airlines
abbreviation, what is jsa mean on a united airlines flight
abbreviation, what does sth mean on american airlines flight schedules
abbreviation, what does ffa mean on a flight ticket?
abbreviation, what is wpr stand for in united airlines flight schedules
abbreviation, what does f class stand for on airtran website
abbreviation, what is rta in american airlines ticket confirmation numbers
abbreviation, what is a wq code on an airline ticket
abbreviation, what does stg mean when referring to airfare
abbreviation, what does ffp mean in united airlines information?
abbreviation, what is ftd mean on united airlines ticket confirmation
abbreviation, what is bsp and yq g code mean
abbreviation, what is rta stand for in flight schedule listings
abbreviation, what does 1p mean in terms and conditions
abbreviation, what does 2c mean on a flight fare
abbreviation, what does bfa mean on a fare quote from united
abbreviation, what does n/a mean in reference to airline schedules
abbreviation, what is jy stand for on southwest airline tickets
abbreviation, what does lws mean on a united airlines itinerary
abbreviation, what does f class mean in american airways schedule
abbreviation, what does nsm stand for in airline reservations?
abbreviation, what does stl stand for in airline information?
abbreviation, what is 9p in airline tickets mean?
abbreviation, what is r/t stand for in united airlines itineraries
abbreviation, what does s stand for on southwest airlines ticket prices
abbreviation, what does mfs stand for on united airlines' website
abbreviation, what is nva referring too on united airlines tickets
abbreviation, what is a rta ticket code mean in united airlines
abbreviation, what is e3 fare class on air canada airlines
abbreviation, what does wbc mean with regard to fare classes
abbreviation, what is dpt stand for in amtrak trains
abbreviation, what does v mean in flight numbers on a ticket
abbreviation, what is ptc on priceline website?
abbreviation, what is f class fare for a child under two years old
abbreviation, what does smp mean in a fare code on american airlines
abbreviation, what is f class fare code and how it differs from g
abbreviation, what is s9 on united airlines tickets with fare code q
abbreviation, what is 9x7 mean on united airline
abbreviation, what is rta code 10s on united
abbreviation, what is lcc class fare code mean on priceline
abbreviation, what is k class fare? 1 system: amtrak
abbreviation, what is a pvg in terms of airport code
abbreviation, what is bkm and where does it originate from
abbreviation, what does stf mean in flight schedules listings?
abbreviation, what is wac on american airlines tickets purchased through a travel agent
abbreviation, what is msa mean in terms on travel fare
abbreviation, what is f class on air canada 2 days ago
abbreviation, what is an mkm fare on american airlines?
abbreviation, what does bsa mean on airline schedules? show more 1
abbreviation, what is 5f7 on united airlines chart
abbreviation, what is pcp on priceline pricing page
abbreviation, what is g2g mean? please explain in detail
abbreviation, what is ptc code in fare basis restrictions?
abbreviation, what is xjz fare code on usair
abbreviation, what is pbs on american airlines flight schedules between boston and philadelphia
abbreviation, what does a 1 day advance purchase mean on aa flight
abbreviation, what is bss code on travelocity website for southwest airlines
abbreviation, what is pse code 6a4h
abbreviation, what is e3 fare class refered too on aa website
abbreviation, what is cfs 30 mean on a flight
abbreviation, what is jfk rwy 4 and e2
abbreviation, what is a w code on airline ticket listings for continental airlines
abbreviation, what does s5 mean on united airlines tickets and their prices
abbreviation, what is ptc time limit for korean air
abbreviation, what does pps mean for a fare type on southwest
abbreviation, what is wac fare? when was it effective
abbreviation," what is e class seating on united airlines
list-fares-by-city-pair"
abbreviation, what is a class p reservation in delta's computer
abbreviation, what is a 5x fare increase in airline ticket pricing
abbreviation, what does t mean in a list of possible times
abbreviation, what is dfa means in airline reservation ticket number
abbreviation, what is pvg nrt jpn class x
abbreviation, what is rmu 2-3 day advance fare
abbreviation, what is nsa mean on airline schedules? it appears next t
abbreviation, what is ffp stands for by united airlines in my reservation itinerary
abbreviation, what is gds on ticket itinerary information show list
abbreviation, what is rfc and cnc in flight schedule listings
abbreviation, what is b3 and c2 status code in travelocity
abbreviation, what is csa? how often do they offer these specials
abbreviation, what is gatw and gdac service on alaska airlines
abbreviation, what is a s1 fare for united airlines from denver international airport on may 14
abbreviation, what is ssa on united ticket information form i need this explained
abbreviation, what is n4 fare class for delta airlines and where can i find a list of all such code names
abbreviation, what is f7a on united airlines chart showing aircraft and equipment
abbreviation, what is v in fare code faa0000068v
abbreviation, what is vj? 1) i am asking about a city code
abbreviation, what is hbs on my itinerary? when does sda apply
abbreviation, what is xna refered too? i have a flight on delta from dallas texarkana airport
abbreviation, what is e ticket status unknown? a7f8m1
abbreviation, what is f9 on continental airlines? i can not seem able find this in any fare rules
abbreviation," what is f class code on american airlines mean
list-travel-agents-by-city-and-airport-codes-or-abbreviated-names-on-flights"
day_name, what day does flight 123 depart from pittsburgh
day_name, what day does united fly from atlanta to denver
day_name, what day does united fly from chicago to dallas
day_name, what are all day names for june 25
day_name, day name saturday tuesday wednesday thursday
day_name, what are monday wednesday and friday departures from atlanta to houston
day_name, what are saturday and sunday flight schedules from new york to philadelphia
day_name, what are monday and tuesday departure times from denver to baltimore
day_name, what are all day saturday and sunday service out
day_name, what day does flight number 124 leave dallas
day_name, what day do us airways fly between san francisco and chicago
day_name, what are wednesday saturday and sunday schedules from denver to portland
day_name, what day does flight 113 leave minneapolis for boston
day_name, what day do united flight 1139 leave dallas
day_name, what are saturday and sunday morning departures from pittsburgh
day_name, what are monday's flight schedules from philadelphia to chicago
day_name, what day does delta flight 1209 leave newark
day_name, what are wednesday and thursday day flight numbers from atlanta to new york
day_name, what are weekdays for flight 123 from minneapolis to seattle
day_name, what day is us 1158 leaving baltimore
day_name, what are monday wednesday and friday flight schedules between boston providence rhode island
day_name, what are thursdays and saturdays from boston to st louis
day_name, what are all monday wednesday and friday departures from philadelphia to new york
day_name, what day do american airlines fly between san diego and fort lauderdale
day_name, what day is flight 140 leaving dallas fort worth
day_name, day name for flight 1112 from boston to washington
day_name, what day does united flight 1081 depart from st louis
day_name, what day is delta flight 1155 from new york to atlanta
day_name, what are monday and tuesday day flight from dallas to detroit
day_name, what are monday and tuesday day departures from philadelphia to phoenix
day_name, what are weekdays for flight 140 from newark to chicago
day_name, what are sunday afternoon departures from seattle to dallas
day_name, what day does us air 1187 leave san francisco
day_name, what day does united flight 1001 fly monday through friday
day_name, what day does united 1002 leave miami
day_name, what are wednesdays nonstop from dallas to phoenix
day_name, what day does us 1138 fly from new york to philadelphia
day_name, what day does us 1073 depart to denver
day_name, what are saturday and sunday service times between portland to seattle
day_name, what are weekdays for flight 103 between washington and chicago
day_name, what are all possible day schedules for a united flight from chicago to san francisco
day_name, give me saturday departures from newark to baltimore
day_name, what day is us airways flight 1259 from new york to atlanta
day_name, what are daysthat flight 1049 leaves philadelphia
day_name, which day do delta flight 1255 leave dallas
day_name, give me day names for each flight from seattle to miami
day_name, what are day and times for flight 1307 from los angeles to seattle
day_name, what day does us airways flight 1134 depart from new york to denver
day_name, what day does delta flight 1053 from boston to philadelphia leave
day_name, what are day flight schedules for united airlines 214
day_name, what are thursdays schedule for flight 1231
day_name, give me day schedules for american flight 102 from boston to denver
day_name, what are all available flight for friday from denver to chicago
day_name, what are day codes for 8k jfk
day_name, what day does united flight 1051 fly from seattle to boston
day_name, what day does us air west flight 1261 depart from dallas to minneapolis
day_name, what day does flight 1151 depart from st paul minnesota
day_name, what day does us air flight 1110 from chicago to new york
day_name, give me day names for united flight 1747 from dallas to san francisco
day_name, what are daysofoperation for flight 1238 from chicago to san francisco
day_name, what day does delta flight 1015 from dallas to miami fly
day_name, what are flight schedules for monday tues wednesday and thursday in october
day_name, what are day and time schedules for us air lines from philadelphia to st louis
day_name, what are all day names for a flight from washington to detroit in november
day_name, what day is flight 2009 operating from dallas to baltimore
day_name, what day does united 1137 fly from washington dc to new york
day_name, what day do flight 1118 leave la to portland
day_name, what day does american flight 117 from portland to san francisco fly
day_name, what day is flight 1234 scheduled from los angeles to phoenix
day_name, what are all day names for american airlines flight 1001 from chicago illinois to st louis missouri
day_name, give me all day names and their corresponding codes for feb 8
day_name, which day do jetblue flight 170 depart from orlando to boston
day_name, what day does us 1059 run mon wed thu and fri
day_name, what are day codes for us 1p and ua one p
day_name, day name tsa travel between los angeles and chicago
day_name, what are thursday and friday day schedules for flight 1026 from dallas to miami
day_name, what are daystimes for 1234 from cincinnati to detroit
day_name, what are your departure and arrival times from boston to orlando sunday morning
day_name, what are dayss for air france flight 102 from chicago to new york
day_name, which day is flight number 1245 out from boston to houston
day_name, what are wednesday saturday and sunday schedules for flight 1125 between pittsburgh cleveland
day_name, what are all flight dates with us air leaving dayton ohio monday through friday
day_name, what are all day names and times for united flight 1031 from houston to seattle
day_name, what are sunday and monday day names for united flight 1053 from dfw to dca
day_name, which day is us 1014 flying from san jose to las vegas
day_name, what are daysthe times for delta flight 1050 out new york
day_name, what are all possible flight schedules and times for friday august 10 from san francisco to atlanta
day_name, day and time that american 777 from atl to jfk operates
day_name, give me wednesday and sunday schedules for us 171 between chicago ohare to san francisco
day_name, what are day and time schedules for us 2025 departing atlanta monday morning
day_name, day names and flight 1087 between dallas fort worth international airport dfw
day_name, what are flight numbers and departure times from st louis to cleveland for sunday december fifteenth
day_name, what are all flight numbers and times from atlanta to seattle between monday october 5th through wednesday
day_name, what are all flight schedules for american airlines from pittsburgh to san francisco during july 25th through august second
day_name, day name wednesday what time does us airways 1101 leave chicago o'hare
day_name, what are wednesday and thursday day-of-week services out of boston for united flight 1072
day_name, give me a schedule for us air flight 1133 leaving detroit and arriving in washington dc at noon thursday
day_name, what are day flight schedules for us air west out and returns to seattle from new york la guardia airport
day_name, what are all possible flight dates for fl 600 and am i required to take connecting service in chicago
day_name, what are all possible flight dates and times that go to minneapolis st paul from houston or dallas between november first through fourth
airport, what is the name of dallas fort worth international airport
airport, what is the name of los angeles international airport
airport, what are the airport codes for denver colorado
airport, what is the name of atlanta's major airport
airport, what is the name of miami international airport and its three letter code
airport, what is the name of seattle's major airport
airport, what is the name of dallas-fort worth international airport
airport, what is the name of miami's international airport
airport, what are the airport codes for fort lauderdale
airport, what is the name of newark airport and its code
airport, what are the major airport codes for minneapolis st paul
airport, what are the airport codes for denver and portland
airport, what are the airport codes for chicago and boston
airport, i would like the name of boston's airport
airport, what is the name of an airport serving seattle
airport, i want to know the name of san francisco international airport
airport, i would like the airport code for pittsburgh
airport, what are the airport codes for new york and seattle
airport, where is the nearest airport to pittsburgh pa
airport, i would like the airport code for fort lauderdale
airport, what are the major air carriers serving miami international airport
airport, what is the name of an airport that services new york
airport, what is the name of any airport near chicago il
airport, i want the name of an airport that serves denver
airport, what are the major airpots near boston
airport, i would like to know the name of an airport located near chicago illinois
airport, what is the name of airport closest to milwaukee wisconsin
airport, what are the major airlines that fly from baltimore washington international airport
airport, i need the name of an airport located near boston massachusetts
airport, can you tell me the name of a major airport serving san francisco
airport, i would like the name of all major international and domestic airlines serving san francisco
airport, what are the main international and domestic terminals at dallas fort worth airport
airport, what is the name of all major airport near boston
airport, what is the name of an airport with code yqb
airport, what is the name of airport served by delta airlines
airport, give me the name of any airport served by delta airlines
airport, what airport is served by us air from st louis
airport, i want the airport code for juneau alaska
airport, which airport code is san francisco international sfo
airport, i would like to know the name of all major air ports served by delta airlines
airport, i want to know the name of an airport serving detroit michigan
airport, i want to know the name of an airport called midwest
airport, what is the name of san francisco airport and which carriers fly there
airport, what airport is served by delta flight 1149
airport, where are the major air terminals located at san diego
airport, what are the major airlines and destinations served by atlanta hartsfield international airport
airport, what are the name of all airport codes for baltimore
airport, what are the codes for hartford and stamford connecticut
airport, i want to know the name of all major airlines serving dallas fort worth airport
airport, give me the name of every airport within 100 miles from boston
airport, what are the three major airport near baltimore maryland
airport, i need the name of any major airport near chicago
airport, what is the name of seattle's airport and its two letter abbreviation
airport, what are the city codes for seattle san francisco and boston
airport," what are the airport codes for philadelphia, pittsburgh and buffalo"
airport, list all the major airlines that fly from phoenix to denver
airport, where is the airport nearest to los angeles and san francisco
airport, what are the five major domestic hubs for united airlines
airport, i would like to know the name of any airport that serves seattle and portland
airport, what are the airpots at nashville tennessee
airport, what is the name of the airport near fort leavenworth kansas
airport, i need the name of all major international and domestic airlines servicing denver
airport, give me the name of all flights leaving boston on monday
airport, can you tell me the name of all international airlines serving denver
airport, what is the airport name for newark international airpor
airport, what is the airport code for hawaii and where are they located
airport, i would like to know the name of every airport located within a 50 mile radius around atlanta
airport, list all the available flights to chicago from atlanta
airport, what are the main airlines flying to hawaii from san francisco
airport, what airport is served by flight 102 to baltimore
airport, list me the major airlines operating out of boston airport
airport, which airport do i fly into to get from chicago il and dallas tx
airport, what are the major west coast hubs with direct flights to san diego
airport, i need the name of all major air ports within 200 miles from memphis tennessee
airport, i would like to know the name of an airport located at 39 degrees north latitude and minus seventy seven west longitude
airport, what is the name of jacksonville airport and how far are we from downtown
airport, list of all domestic us airlines and airport codes for las vegas
airport, list the city and name of all west coast destinations served by us air
airport, i would like the name of any airport within three hours flying time from minneapolis
airport, list all major airport codes for washington dc area with times of arrival and departure
airport, what are all the major and medium size air ports for miami
airport, which is the busiest airport near chicago illinois with flights to memphis tennessee
airport, i want to know the name of some airline serving baltimore washington international airport
airport, i would like to know which airport is the major one for charleston sc
airport, give me a list of flights that stop at la crosse airport
airport, what are all the major u s airport code that start with h
airport, list the name of all major american airlines and there terminals at denver international airport
airport, list all of the austin texas airport codes for domestic flights
airport, can you name the five major international air terminals at san diego
airport, i would like to know the name of each airport served by united airlines that is within 50 miles from st louis
airport, list all major us airlines and there schedules from philadelphia
airport, what airport services are available at the hou and atl international terminals
airport, list all flights on thursday morning departing from minneapolis
airport, which airport does a us airways flight number 1005 arrive at
airport, what are the air ports available at phoenix and chicago
airport, i want the name of a city where an airport code is 5q
airport, which city does the flight arrive at from denver connecting to san diego
airport, i need a list of the codes and times for each departure from phoenix sky harbor airport
airport, i am interested only with flights leaving on friday from dallas fort worth international to seattle tacoma
airport, give me the name of all flights leaving san diego from 2 to june and returning may
restriction, what are the rules regarding stopovers on round trip tickets
restriction, what are the travel requirements for infants on united airlines
restriction, what are the baggage requirements for travel on united airlines
restriction, what are the baggage limits for first class on delta
restriction, what are the seating and baggage limitations on american airlines
restriction, what are the rules and regulations on children flying alone
restriction, what are the age requirements for lap infants on delta
restriction, what are the special fare codes for first class on united airlines
restriction, what are the baggage limitations on delta flight 1012
restriction, what are the special requirements for booking a flight on united airlines
restriction, what are the baggage weight limits for us air and delta airlines
restriction, what are the baggage limits for economy class on american airlines
restriction, what is the fare restriction on flight 1272
restriction, what are the fees if a flight is changed after purchase
restriction, what are the additional requirements for getting a first class ticket
restriction, what are the baggage limits for flight 1046
restriction, what are the weight and size limits for luggage on flight number 102
restriction, what are the special requirements for booking ticket number 12345
restriction, what are the fare restriction codes for ua 1010
restriction, what are the fees for changing a ticket purchased 48 hours in advance
restriction, are there any special fees for baggage over 50 pounds
restriction," what are the fare codes for nonstop, one stop and connecting service"
restriction, what are the fare codes on american 727s
restriction, what are the requirements for an advance reservation fare on united
restriction, what are the baggage limitations for delta airlines from philadelphia to atlanta
restriction, what are the fees for changing a flight ticket on delta airline
restriction, what are the requirements to fly from minneapolis on a one way ticket
restriction, what is the restriction on flight 1008 from boston to san francisco
restriction, what are the flight times on united from sfo to dca
restriction, what are the rules regarding stopovers and open jaw on first class tickets
restriction, what are the flight limitations on a one way ticket from philadelphia to miami
restriction, what are the baggage limitations on delta flight 115 from new york to philadelphia
restriction, what are the flight times on united between minneapolis and salt lake city
restriction, what are the luggage limits on a first class ticket from san francisco to miami
restriction, what are the limitations on flight 174 from atlanta to memphis
restriction, what are the baggage limitations for united airlines on a ticket from denver to san francisco
restriction, what are the seat restriction on delta flight 1125
restriction, are there any blackout dates on american's first class award tickets
restriction, what are the limitations on one way tickets sold between new york and chicago
restriction, what are the baggage fees on northwest airways tickets
restriction, what are the fare requirements for flying on united airlines between new york and san francisco
restriction, what are the baggage limitations on flight 1279 from dallas to san diego
restriction, what are the baggage and frequent flier programs for usa airlines
restriction, what are the seating requirements for flight 100 from dallas to houston
restriction, what kind of restriction is there on an award ticket from dallas to minneapolis
restriction, what are the baggage limitations for an american air flight from detroit to chicago
restriction, what are the fare types that require advance reservation for first class
restriction, what are the baggage limits for united airlines first class tickets from boston to san francisco
restriction, are there any fare discounts for military personnel traveling on a standby basis
restriction, what are the baggage limitations on us air flight 1235 from cleveland to baltimore
restriction, what are the restriction codes on american airlines for travel between chicago and boston
restriction, what are the fare rules on flight number 1139 from dallas to seattle
restriction, what are the blackout dates for first class tickets on united airlines from detroit to washington
restriction, what are the baggage limitations on united airlines flight number 1143 from denver to houston
restriction, what are the baggage limits for flight 1231 from los angeles to houston
restriction, what are the flight times on united airlines between chicago and philadelphia that have no stopovers
restriction, what is the restriction on flight no 1037 from new york to minneapolis
restriction, what kind of seats are available for flight 2 on november fifteenth
restriction, what are the flight schedules on united airlines from denver to dallas and how much do they cost
restriction, are there any ticket changes on us flight 112 from chicago to dallas
restriction, what are the requirements for flying from st louis to miami via philadelphia
restriction, what are the fees for travel on tuesday and wednesday between las vegas nevada to portland oregon
restriction, what are the passenger fare and flight requirements for first class service on american airlines
restriction, are there any fare restriction codes on flight number 1207 from boston to washington dc
restriction, what kind of special accommodations are available on delta flight 124 from atlanta to detroit
restriction, what are the travel requirements for first class fare d on united flight 1240
restriction, what are the fare rules for 2000-03 from denver to san francisco
restriction, what are the baggage limits on american airways flight 1050 from san diego to los angeles
restriction, what are the baggage limitations on american airlines flight 1048 departing miami at seven fifty pm
restriction, what are the flight schedule and fare requirements for a ticket purchased through united airlines' senior citizens program
restriction, what are the restriction on 9f plus awards for travel to europe
restriction, what are the baggage limitations for a usair flight from dallas to houston on march 2
restriction, what are the fare class and flight number for a ticket that has three stopovers at new york
restriction, what are the limitations on tickets from atlanta to washington d.c between 3 p.m and midnight
restriction, what are the fare and flight schedules between boston to denver for may 21 through june first
restriction, are there any flight time restriction for the american airlines special fare to denver colorado
restriction, what are the minimum connection times for connecting on united flight 1256 in chicago to denver
restriction, are there any flight cancellations on the day of february first 2000
restriction, are there any first class seats available from pittsburgh to boston on thursday 6/8
restriction, what are the fare classes for flight 100 on june sixteenth from phoenix to los angeles
restriction, what are the fare and route restriction of us flight 1077 from philadelphia to st louis
restriction, what are the minimum days notice and fee to change a reservation on flight 123 from dallas fort worth international airport
restriction, what are the fare codes for travel to miami florida and on monday tuesday wednesday
restriction, what are the seating arrangements on 1j and ua flts from san to mci
restriction, what are the flight number and times of any direct air service between minneapolis st paul airport on saturday december 22
restriction, what is the minimum stay required for discount fare x on united flight 2h to atlanta
restriction, what are the flight times and fare codes for american airlines between miami international airport in florida to hartsfield jackson atlanta internacional aiport
restriction, what are the special limitations on travel during june 1995 from washington to las vegas
restriction, what are the seat availability on united flight 1258 from lga to sfo june fifth
restriction, what are the fare and schedule requirements for one stop from jackson to washington dc on wednesday
restriction, what are the flight times from new york to denver on monday morning june 4 and evening august third
restriction, what are the special service charges and taxes involved in purchasing an economy fare on united flight 200 from denver to san francisco
restriction, what is the fare and any special requirements for a flight leaving detroit at 2 p.m going to denver arriving before midnight
restriction, what kind of fare is restricted on a flight from chicago to philadelphia leaving june twenty second and returning in the morning
restriction, what is the first class travel restriction for a ticket issued after 1 september but before march of next year
restriction, i would like to travel between july 20 and august first which are the special fare requirements for this trip
restriction, what is the restriction on an american airways flight from boston to portland departing at 1100 am and arriving in phoenix az before six pm
restriction, what are the fare class and flight number of direct service on us airways from atlanta to philadelphia between june 15-17
restriction, what are the fare and times on a flight that has one stopover allowed for each direction between portland to hawaii
restriction, what are the flight and fare restrictions on a round trip ticket from minneapolis to los angeles stopping over in san francisco leaving august 8 returning after labor day
distance, how far is it from denver international airport to downtown
distance, how far is denver international airport from downtown colorado springs
distance, how far is denver international airport from downtown colorado springs
distance, what is a taxi fare from denver international airport to downtown
distance, how far is it from atlanta hartsfield international airport to downtown
distance, what is average taxi fare from san francisco airport to downtown
distance, how far is denver airport from downtown colorado springs
distance, how far is it from denver international airport to downtown?
distance, what is closest airport to downtown atlanta georgia
distance, how far is it from la guardia airport to manhattan
distance, how far away is miami international airport from downtown
distance, what is the closest airport to downtown detroit michigan
distance, how far is denver airport from downtown in miles
distance, how far is it from atlanta to denver
distance, what is average commute from san francisco international airport to downtown
distance, what is approximately how many miles from san francisco international airport to downtown
distance, what is my mileage from atlanta airport to downtown
distance, how far is portland airport from downtown maine
distance, what is average driving mileage from phoenix airport to downtown
distance, how many miles is it from boston to logan airport
distance, what is my closest airport to downtown chicago illinois
distance, what is a typical mileage from denver international airport to downtown
distance, what is the driving mileage from dfw airport to downtown fort worth
distance, how far is it from atlanta to san diego
distance, what is a good way to get from laguardia airport in new york ny
distance, what is average driving mileage from san diego international airport to downtown
distance, how far is denver international airport from downtown san jose
distance, i would like to know how far is phoenix sky harbor international airport from downtown
distance, how far away is it from jfk to manhattan
distance, what is average drive from minneapolis st paul airport to downtown
distance, what is driving directions from portland international airport to downtown
distance, how far is fort lauderdale international airport from ft myers
distance, what is approximately how many miles from san francisco airport to downtown sf
distance, what is your flight number from chicago to san francisco
distance, what is your airport to downtown san diego bus service
distance, what is average driving distances from lax to long beach
distance, what is my best route from boston to philadelphia
distance, how far is airport from downtown cincinnati ohio in miles
distance, what is the walking mileage from portland airport to downtown
distance, what is 200 miles from sfo airport to san francisco
distance, how far from la crosse wisconsin to airport
distance, what is a good way to get from atlanta international airport hartsfield jackson in downtown
distance, i would like to know how far dover is from atlanta
distance, what is a reasonable driving trip from cincinnati airport to downtown
distance, what is a direct flight from minneapolis to cleveland
distance, what is the closest major airport to dusseldorf
distance, i would like to know how far it is from san francisco airport terminal 2 to union square
distance, what is the approximate driving mileage from baltimore to reagan national airport
distance, i would like to know how far is airport b from downtown denver
distance, what is air mileage from st louis to joplin
distance, what is there to see near seattle tacoma international airport
distance, what is a list of major cities in usa with their airport codes
distance, what is average flight length from phoenix to tampa
distance, what is a list of major cities that are within 100 miles from bwi
distance, i want to know how far from atlanta hartsfield international airport is
distance, how far from portland oregon airport to downtown seattle
distance, how far is it from chicago to houma louisiana
distance, what is your schedule for flights from seattle to phoenix
distance, what is my taxi fare from terminal 4 to brooklyn
distance, what is my choice of flight from new york to washington dc
distance, what is average flight from lax to new york airport
distance, what is there in terms of ground transportation to downtown los angeles from lax
distance, what is best airline for flights from atlanta to san diego
distance, what is a reasonable walkable route from miami airport to downtown
distance, i am interested in how far from downtown newark is liberty international airport
distance, what is a 90 mile radius of san jose airport
distance, how far is it from newark airport to 25th st
distance, what is approximately how far amtrak goes from chicago to denver
distance, what is an average taxi ride from la terminal 4 to downtown
distance, what is my departure to jfk from dallas
distance, what is your average ground transportation from terminal 4 to manhattan
distance, what is downtown minneapolis to denver airport by car in miles
distance, what is the flight duration from atlanta to dallas with one stopover
distance, i want to go from boston's logan airport in massachusetts into downtown manhattan new york
distance, what is the approximate taxi fare from stamford to hart ford international
distance, what is the shortest flight from denver to boston with layover less than two hours
distance, what is the approximate mile age of airport from center
distance, i would like to know how far it is from denver international airport in colorado us a downtown locations
distance, what is nearest airport to downtown detroit mi with service from chicago
distance, what is my total walking distances to each of your terminals
distance, what is the average mileage from bwi airport to arundel mall
distance, what is a mile as in 2 miles from downtown denver
distance, what is my best option to get from terminal c at mci airport in kansas city mo
distance, what is my choice of flights to boston logan airport from chicago o'hare
distance, what is your schedule for a flight from dallas fort worth airport to denver colorado
distance, what is average airfare for trips from detroit to portland oregon
distance, i need to know how many miles from airport austin bobby lincoln
distance, what is my choice of airline's nearest airport to st petersburg fla
distance, what is best to do in order get from san francisco airport by public transportation
distance, what is your airport code for austin texas plus their closest downtown hotels
distance, what is 1 mile by foot from hou to george bush intercontinental airport
distance, what is the nearest airport to san juan from which i can take a taxi ride into town
distance, i need to fly from minneapolis airport on september 9th what is my best choice
distance, i am interested in traveling to london from san diego what is there closest airport
distance, what is my best flight options to new york if i depart from terminal 4
distance, what is my best connection from new york la guardia to atlanta with one stopover less than two hours
distance, what is my closest alternative choice to lga if i want a 30 minute car ride into midtown
distance, what is best airline to fly on for cheapest price from san francisco international airport with shortest flight duration
distance, i am interested in flight itineraries from atlanta to denver that require 2 stops but have a total duration of less than eight hours
distance," what is closest airport to downtown atlanta ga
flight_number [SEP] Seeking flight numbers for specific flights on certain routes, including those that have been cancelled due not having a particular plane in service"
capacity, what is maximum passenger load for a boeing 727
capacity, what is maximum passenger load for boeing 737
capacity, how many people can fit in a 757-200
capacity, what is first class seat configuration in 747s
capacity, what is 737s maximum passenger and cargo load
capacity, what is first class cabin size in 747-400
capacity, what is 737-200s passenger and cargo carrying capacities
capacity, what is maximum number seats in a boeing 747
capacity, what is first class seat configuration for boeing 737-800
capacity, i would like to know if a boeing 747 has more seats than an airbus
capacity, what is first class seat pitch in a boeing 777-200
capacity, what is maximum passenger load for a 727 at takeoff
capacity, what is seating capacity for a 737-300
capacity, what is delta airlines seat configuration for 737s
capacity, what is airbus 321's passenger load limit
capacity, what is your 747-200s total passenger and cargo carrying capability
capacity, what is a 737s total passenger and cargo load capability
capacity, what is business class seat configuration in a boeing 767-200
capacity, what is maximum passenger and freight capacities for 757
capacity, what is airbus a320 maximum passenger and cargo carrying capability
capacity, what is 777s passenger and cargo capacities in all classes
capacity, what is a 727's total passenger load carrying capability
capacity, what is a 757 seat configuration in coach class
capacity, what is first class seat count for flight 122
capacity, what is first class service and how much are seats available in that section
capacity, what is delta's 727 plane and its seat capacities
capacity, what is maximum passenger carrying capactiy for 747s
capacity, what is 737 max eight two six seat configuration
capacity, what is first class seat space and how many passengers can it accommodate
capacity, what is maximum passenger load for delta flight 1006
capacity, what is american airlines jet fleet size and passenger capacities
capacity, what is coach class and first-class service like in a dc10-30
capacity, what is the total passenger and cargo carrying capability for 747-200 series jets
capacity, what is a typical 777 configuration with economy plus
capacity, what is seat configuration and passenger occupancy for a fokker 100
capacity, what is first class and coach service for flights from san diego to philadelphia
capacity, what is your fleet configuration for an airbus a320 model
capacity, what is economy class and first-class seat configuration for a dc 10-30 model
capacity, what is economy class seat layout and how many seats are there for each model plane
capacity, what is first class business and coach service in a 737-400 plane
capacity, what is 757-200 seat layout and total passenger capacities
capacity, how many seats does boeing 777 have between new york and seattle
capacity, what is first class and coach seat capacities for each flight from pittsburgh to chicago
capacity, how much is first class service between los angeles and chicago
capacity, what is 767 seat capasity in first class and economy
capacity, what is seating and baggage allowance for united flights from denver to los angeles
capacity, what is united 211s normal passenger seat capacities
capacity, what is the passenger carrying capability and flight range for a boeing 777
capacity, what is airbus a321 300s maximum passenger and baggage carrying capacities
capacity, what is seating in class b737-200
capacity, what is seat availability for a 757 with over twenty rows
capacity, what is 777's total passenger seats and baggage compartment
capacity, what is your fleet seat configuration between washington dc and baltimore
capacity, what is 737-200 domestic first class seat configuration and how many rows are in it
capacity, what is united 707s first class section maximum passenger load
capacity, what is air canada 752's total passenger and cargo holding capacities
capacity, what is seat size and capacities for each type 737 model
capacity, what is a 320s maximum carrying capacities for domestic flights
capacity, what is economy class seats maximum weight and how many inches
capacity, i would like to know if there are any flights available in first class with more than 40 seats
capacity, i am looking for a flight from atlanta to denver that has more than 30 seats available
capacity, what is first class seat availability in flight number 1248
capacity, what is air canada's 767 model fleet configuration for seats
capacity, what is maximum load for a 727 flight from dallas to san diego
capacity, what is your first class seat and total passenger accommodations for a boeing 727
capacity, what is first class seat configuration for air france flight 101 to paris from atlanta
capacity, what is total first class seat availability for us air flight 1212
capacity, what is first class business and coach seating capacities for pan am flights from new york to san diego
capacity, what is maximum passenger seat capacities for american airlines model 733 and dc9
capacity, what is boeing 757-300s first class total seats and layout
capacity, what is a typical first class configuration for 757's used in transcon service
capacity, what is first class and business travel capacities for delta airlines from jfk to mco
capacity, what is us airways flight 1206 from washington dc to denver's seat configuration
capacity, what is first class business and coach seats for flight 1141 from newark to boston
capacity, what is business class and economy together called in first flight 101
capacity, what is seat pitch and legroom in united flight 2 from chicago to philadelphia
capacity, what is first class seat size in us air flight 102 from pittsburgh to washington national
capacity, what is american airlines 763's typical first class seat configuration for flights out west
